drop_ratio,edge_util_std,frac_hot_switches,frac_saturated_edges,jain_fairness,max_edge_util,mean_edge_util,mean_hops,mean_latency,mean_switch_util,offered_load,p50_flow_rate,p95_flow_rate,p95_switch_util,policy,rate,sum_edge_cap,sum_edge_load,switch_util_gini,switch_util_std,throughput,topk_edge_load_share,topology,traffic_weighted_util,workload
0.9226,0.5921,0.0055,0.0053,0.1628,32.9671,0.0314,2.9173,3.8898,0.0732,331092.1086,0.0215,0.0358,0.014,conga_configuration,2,40960000.0,1288065.157,0.9768,1.2205,25611.2538,0.0775,leaf_spine,0.0314,incast
0.9676,5.921,0.0069,0.0233,0.0309,329.6711,0.3145,2.9173,3.8898,0.7319,3310921.0858,0.0215,0.0359,0.1402,conga_configuration,20,40960000.0,12880651.5702,0.9768,12.205,107168.387,0.0775,leaf_spine,0.3145,incast
0.5015,0.8513,0.7133,0.3575,0.8814,4.7922,0.8194,2.0363,3.0363,1.4893,6631410.9957,4.1134,6.6215,2.9087,conga_configuration,40,24576000.0,20136791.263,0.3228,0.8413,3305444.0952,0.0007,informed_fat_tree,0.8194,local_group_workload
0.9476,1.1842,0.0063,0.0121,0.0792,65.9342,0.0629,2.9173,3.8898,0.1464,662184.2172,0.0215,0.0359,0.028,conga_configuration,4,40960000.0,2576130.314,0.9768,2.441,34673.1575,0.0775,leaf_spine,0.0629,incast
0.9701,11.842,0.0069,0.0248,0.0263,659.3422,0.6289,2.9173,3.8898,1.4639,6621842.1715,0.0215,0.0359,0.2805,conga_configuration,40,40960000.0,25761303.1403,0.9768,24.4101,197787.424,0.0775,leaf_spine,0.6289,incast
0.9466,1.467,0.0075,0.0036,0.082,88.336,0.0779,4.8068,5.7793,0.0785,331092.1086,0.0102,0.0262,0.014,ospf_configuration,2,24576000.0,1913709.5014,0.9783,1.2304,17687.6153,0.0559,fat_tree,0.0779,incast
0.97,14.6904,0.0092,0.0069,0.0265,883.3603,0.7787,4.8068,5.7793,0.785,3310921.0858,0.0101,0.0261,0.1402,ospf_configuration,20,24576000.0,19137095.0139,0.9784,12.3049,99200.0342,0.0522,fat_tree,0.7787,incast
0.0433,0.0354,0.001,0.0003,0.8139,1.5806,0.0048,4.8007,5.7721,0.0049,20591.6892,0.2025,0.3458,0.0048,ospf_ecmp_configuration,1,24576000.0,118894.7386,0.9781,0.0551,19699.1825,0.0318,fat_tree,0.0048,incast
0.9913,8.0909,0.3843,0.1308,0.0393,325.3571,0.7991,4.9334,5.9334,0.8067,3310044.1953,0.0207,0.0352,1.4664,ospf_configuration,20,24576000.0,19639662.0391,0.3841,2.3961,28677.4813,0.016,fat_tree,0.7991,random_workload
0.5167,1.1038,0.3691,0.1297,0.5542,12.8497,0.4097,2.0363,3.0363,0.7447,3315705.4979,0.8796,5.3861,1.466,rip_configuration,20,24576000.0,10068395.6315,0.3441,0.468,1602371.9571,0.004,informed_fat_tree,0.4097,local_group_workload
0.9227,0.8206,0.0055,0.0016,0.1626,32.9812,0.0314,2.9173,3.8898,0.0732,331092.1086,0.0214,0.0358,0.0138,rip_configuration,2,40960000.0,1288065.157,0.9771,1.2205,25586.2687,0.0785,leaf_spine,0.0314,incast
0.9676,8.2064,0.007,0.0016,0.0308,329.8119,0.3145,2.9173,3.8898,0.7319,3310921.0858,0.0214,0.0359,0.1382,rip_configuration,20,40960000.0,12880651.5702,0.9771,12.2052,107143.4019,0.0785,leaf_spine,0.3145,incast
0.7214,2.2076,0.7167,0.2692,0.559,25.6993,0.8194,2.0363,3.0363,1.4893,6631410.9957,0.9293,5.9936,2.9319,rip_configuration,40,24576000.0,20136791.263,0.3441,0.936,1847637.4876,0.004,informed_fat_tree,0.8194,local_group_workload
0.9477,1.6413,0.0064,0.0016,0.0791,65.9624,0.0629,2.9173,3.8898,0.1464,662184.2172,0.0214,0.0358,0.0276,rip_configuration,4,40960000.0,2576130.314,0.9771,2.441,34648.1724,0.0785,leaf_spine,0.0629,incast
0.9701,16.4127,0.007,0.0058,0.0263,659.6237,0.6289,2.9173,3.8898,1.4639,6621842.1715,0.0214,0.0359,0.2764,rip_configuration,40,40960000.0,25761303.1403,0.9771,24.4105,197762.4389,0.0785,leaf_spine,0.6289,incast
0.5167,1.1038,0.3691,0.1297,0.5542,12.8497,0.4097,2.0363,3.0363,0.7447,3315705.4979,0.8796,5.3861,1.466,ospf_configuration,20,24576000.0,10068395.6315,0.3441,0.468,1602371.9571,0.004,informed_fat_tree,0.4097,local_group_workload
0.9227,0.8173,0.0055,0.0016,0.1628,32.9671,0.0314,2.9173,3.8898,0.0732,331092.1086,0.0215,0.0358,0.0138,ospf_configuration,2,40960000.0,1288065.157,0.9771,1.2205,25605.5526,0.0783,leaf_spine,0.0314,incast
0.9676,8.2064,0.007,0.0016,0.0308,329.8119,0.3145,2.9173,3.8898,0.7319,3310921.0858,0.0214,0.0359,0.1382,ospf_configuration,20,40960000.0,12880651.5702,0.9771,12.2052,107143.4019,0.0775,leaf_spine,0.3145,incast
0.7214,2.2076,0.7167,0.2692,0.559,25.6993,0.8194,2.0363,3.0363,1.4893,6631410.9957,0.9293,5.9936,2.9319,ospf_configuration,40,24576000.0,20136791.263,0.3441,0.936,1847637.4876,0.004,informed_fat_tree,0.8194,local_group_workload
0.9476,1.6346,0.0064,0.0016,0.0792,65.9342,0.0629,2.9173,3.8898,0.1464,662184.2172,0.0215,0.0358,0.0276,ospf_configuration,4,40960000.0,2576130.314,0.9771,2.441,34667.4563,0.0783,leaf_spine,0.0629,incast
0.9701,16.4127,0.007,0.0058,0.0263,659.6237,0.6289,2.9173,3.8898,1.4639,6621842.1715,0.0214,0.0359,0.2764,ospf_configuration,40,40960000.0,25761303.1403,0.9771,24.4105,197762.4389,0.0775,leaf_spine,0.6289,incast
0.5167,1.1038,0.3691,0.1297,0.5542,12.8497,0.4097,2.0363,3.0363,0.7447,3315705.4979,0.8796,5.3861,1.466,eigrp_configuration,20,24576000.0,10068395.6315,0.3441,0.468,1602371.9571,0.004,informed_fat_tree,0.4097,local_group_workload
0.9227,0.8169,0.0055,0.0016,0.3584,32.9671,0.0314,2.9173,3.8898,0.0732,331092.1086,0.0215,0.0357,0.0138,eigrp_configuration,2,40960000.0,1288065.157,0.9771,1.2205,25607.425,0.0783,leaf_spine,0.0314,incast
0.9676,7.5978,0.0071,0.0018,0.041,329.6711,0.3145,2.9173,3.8898,0.7319,3310921.0858,0.0215,0.0359,0.1382,eigrp_configuration,20,40960000.0,12880651.5702,0.9771,12.2052,107164.7501,0.0775,leaf_spine,0.3145,incast
0.7214,2.2076,0.7167,0.2692,0.559,25.6993,0.8194,2.0363,3.0363,1.4893,6631410.9957,0.9293,5.9936,2.9319,eigrp_configuration,40,24576000.0,20136791.263,0.3441,0.936,1847637.4876,0.004,informed_fat_tree,0.8194,local_group_workload
0.9476,1.6338,0.0064,0.0016,0.1628,65.9342,0.0629,2.9173,3.8898,0.1464,662184.2172,0.0215,0.0358,0.0276,eigrp_configuration,4,40960000.0,2576130.314,0.9771,2.441,34669.3287,0.0783,leaf_spine,0.0629,incast
0.9701,14.6651,0.0071,0.0021,0.0309,659.3422,0.6289,2.9173,3.8898,1.4639,6621842.1715,0.0215,0.0359,0.2765,eigrp_configuration,40,40960000.0,25761303.1403,0.9771,24.4103,197783.9237,0.0775,leaf_spine,0.6289,incast
0.1564,0.4243,0.3661,0.1131,0.8372,2.3961,0.4097,2.0363,3.0363,0.7447,3315705.4979,3.5942,5.9347,1.4544,ospf_ecmp_configuration,20,24576000.0,10068395.6315,0.3228,0.4206,2797103.3555,0.0007,informed_fat_tree,0.4097,local_group_workload
0.9226,0.5885,0.0055,0.0017,0.1628,32.9671,0.0314,2.9173,3.8898,0.0732,331092.1086,0.0215,0.0358,0.014,ospf_ecmp_configuration,2,40960000.0,1288065.157,0.9768,1.2205,25611.2538,0.0775,leaf_spine,0.0314,incast
0.9676,6.3501,0.007,0.0112,0.0309,329.6711,0.3145,2.9173,3.8898,0.7319,3310921.0858,0.0215,0.0359,0.1393,ospf_ecmp_configuration,20,40960000.0,12880651.5702,0.9768,12.2051,107168.387,0.0775,leaf_spine,0.3145,incast
0.5013,0.8486,0.7133,0.3633,0.8813,4.7922,0.8194,2.0363,3.0363,1.4893,6631410.9957,4.1155,6.6284,2.9087,ospf_ecmp_configuration,40,24576000.0,20136791.263,0.3228,0.8413,3307400.0091,0.0007,informed_fat_tree,0.8194,local_group_workload
0.9476,1.177,0.0063,0.0169,0.0792,65.9342,0.0629,2.9173,3.8898,0.1464,662184.2172,0.0215,0.0359,0.028,ospf_ecmp_configuration,4,40960000.0,2576130.314,0.9768,2.441,34673.1575,0.0775,leaf_spine,0.0629,incast
0.9701,12.6993,0.0074,0.0112,0.0263,659.3422,0.6289,2.9173,3.8898,1.4639,6621842.1715,0.0215,0.0359,0.2786,ospf_ecmp_configuration,40,40960000.0,25761303.1403,0.9768,24.4101,197787.424,0.0775,leaf_spine,0.6289,incast
0.1563,0.4204,0.3661,0.1098,0.8371,2.3961,0.4097,2.0363,3.0363,0.7447,3315705.4979,3.5942,5.9363,1.4544,eigrp_ecmp_configuration,20,24576000.0,10068395.6315,0.3228,0.4206,2797377.9487,0.0007,informed_fat_tree,0.4097,local_group_workload
0.9226,0.5885,0.0055,0.0014,0.3585,32.9671,0.0314,2.9173,3.8898,0.0732,331092.1086,0.0215,0.0357,0.014,eigrp_ecmp_configuration,2,40960000.0,1288065.157,0.9768,1.2205,25611.2538,0.0775,leaf_spine,0.0314,incast
0.9676,5.9961,0.0069,0.0235,0.041,329.6711,0.3145,2.9173,3.8898,0.7319,3310921.0858,0.0215,0.0359,0.1401,eigrp_ecmp_configuration,20,40960000.0,12880651.5702,0.9768,12.205,107168.387,0.0775,leaf_spine,0.3145,incast
0.5011,0.8408,0.7133,0.3669,0.8811,4.7922,0.8194,2.0363,3.0363,1.4893,6631410.9957,4.1159,6.6323,2.9087,eigrp_ecmp_configuration,40,24576000.0,20136791.263,0.3228,0.8412,3308341.3859,0.0007,informed_fat_tree,0.8194,local_group_workload
0.9476,1.177,0.0063,0.0169,0.1628,65.9342,0.0629,2.9173,3.8898,0.1464,662184.2172,0.0215,0.0358,0.028,eigrp_ecmp_configuration,4,40960000.0,2576130.314,0.9768,2.441,34673.1575,0.0775,leaf_spine,0.0629,incast
0.9701,12.1106,0.0071,0.0207,0.0309,659.3422,0.6289,2.9173,3.8898,1.4639,6621842.1715,0.0215,0.0359,0.2799,eigrp_ecmp_configuration,40,40960000.0,25761303.1403,0.9768,24.4101,197787.424,0.0775,leaf_spine,0.6289,incast
0.0433,0.0353,0.001,0.0003,0.8087,1.5806,0.0048,4.8007,5.7721,0.0049,20591.6892,0.1986,0.3444,0.0049,eigrp_ecmp_configuration,1,24576000.0,118894.7386,0.9781,0.0551,19699.1825,0.0318,fat_tree,0.0048,incast
0.9597,2.9379,0.0085,0.0038,0.0477,176.6721,0.1557,4.8068,5.7793,0.157,662184.2172,0.0101,0.0261,0.028,ospf_configuration,4,24576000.0,3827419.0028,0.9784,2.461,26709.8374,0.0522,fat_tree,0.1557,incast
0.9713,29.3807,0.0099,0.0165,0.0242,1766.7206,1.5574,4.8068,5.7793,1.57,6621842.1715,0.0101,0.0261,0.2803,ospf_configuration,40,24576000.0,38274190.0277,0.9784,24.6099,189819.0711,0.0522,fat_tree,1.5574,incast
0.9955,16.1818,0.7219,0.2702,0.0327,650.7142,1.5983,4.9334,5.9334,1.6133,6620088.3906,0.0207,0.0352,2.9327,ospf_configuration,40,24576000.0,39279324.0781,0.3841,4.7922,29706.5352,0.016,fat_tree,1.5983,random_workload
0.1565,0.4265,0.3661,0.1152,0.8372,2.3961,0.4097,2.0363,3.0363,0.7447,3315705.4979,3.5938,5.9334,1.4544,ospf_drill_configuration,20,24576000.0,10068395.6315,0.3228,0.4207,2796784.7078,0.0007,informed_fat_tree,0.4097,local_group_workload
0.9226,0.5927,0.0055,0.0056,0.1628,32.9671,0.0314,2.9173,3.8898,0.0732,331092.1086,0.0215,0.0358,0.014,ospf_drill_configuration,2,40960000.0,1288065.157,0.9768,1.2205,25611.2538,0.0775,leaf_spine,0.0314,incast
0.9676,6.3313,0.007,0.0095,0.0309,329.6711,0.3145,2.9173,3.8898,0.7319,3310921.0858,0.0215,0.0359,0.1393,ospf_drill_configuration,20,40960000.0,12880651.5702,0.9768,12.2051,107168.387,0.0775,leaf_spine,0.3145,incast
0.5014,0.853,0.7134,0.3624,0.8813,4.7922,0.8194,2.0363,3.0363,1.4893,6631410.9957,4.1146,6.6257,2.9087,ospf_drill_configuration,40,24576000.0,20136791.263,0.3228,0.8413,3306601.3772,0.0007,informed_fat_tree,0.8194,local_group_workload
0.9476,1.1853,0.0063,0.0122,0.0792,65.9342,0.0629,2.9173,3.8898,0.1464,662184.2172,0.0215,0.0359,0.028,ospf_drill_configuration,4,40960000.0,2576130.314,0.9768,2.441,34673.1575,0.0775,leaf_spine,0.0629,incast
0.9701,12.6573,0.0073,0.0102,0.0263,659.3422,0.6289,2.9173,3.8898,1.4639,6621842.1715,0.0215,0.0359,0.2786,ospf_drill_configuration,40,40960000.0,25761303.1403,0.9768,24.4101,197787.424,0.0775,leaf_spine,0.6289,incast
0.1563,0.4215,0.3661,0.1108,0.8371,2.3961,0.4097,2.0363,3.0363,0.7447,3315705.4979,3.5942,5.936,1.4544,eigrp_drill_configuration,20,24576000.0,10068395.6315,0.3228,0.4206,2797318.4003,0.0007,informed_fat_tree,0.4097,local_group_workload
0.9226,0.5905,0.0055,0.0047,0.3585,32.9671,0.0314,2.9173,3.8898,0.0732,331092.1086,0.0215,0.0357,0.014,eigrp_drill_configuration,2,40960000.0,1288065.157,0.9768,1.2205,25611.2538,0.0775,leaf_spine,0.0314,incast
0.9676,6.0014,0.0069,0.0218,0.041,329.6711,0.3145,2.9173,3.8898,0.7319,3310921.0858,0.0215,0.0359,0.1402,eigrp_drill_configuration,20,40960000.0,12880651.5702,0.9768,12.205,107168.387,0.0775,leaf_spine,0.3145,incast
0.5011,0.843,0.7133,0.3652,0.8811,4.7922,0.8194,2.0363,3.0363,1.4893,6631410.9957,4.1159,6.6314,2.9087,eigrp_drill_configuration,40,24576000.0,20136791.263,0.3228,0.8413,3308208.3021,0.0007,informed_fat_tree,0.8194,local_group_workload
0.9476,1.1809,0.0063,0.0137,0.1628,65.9342,0.0629,2.9173,3.8898,0.1464,662184.2172,0.0215,0.0358,0.0281,eigrp_drill_configuration,4,40960000.0,2576130.314,0.9768,2.441,34673.1575,0.0775,leaf_spine,0.0629,incast
0.9701,12.0945,0.0071,0.0201,0.0309,659.3422,0.6289,2.9173,3.8898,1.4639,6621842.1715,0.0215,0.0359,0.2802,eigrp_drill_configuration,40,40960000.0,25761303.1403,0.9768,24.4101,197787.424,0.0775,leaf_spine,0.6289,incast
0.9226,0.6249,0.0039,0.0037,0.1628,32.9671,0.0283,2.5244,3.4969,0.0728,331092.1086,0.0215,0.0358,0.0138,conga_configuration,2,40960000.0,1157914.3405,0.9771,1.2287,25611.2538,0.0862,informed_leaf_spine,0.0283,incast
0.9676,6.2494,0.0039,0.0039,0.0309,329.6711,0.2827,2.5244,3.4969,0.7283,3310921.0858,0.0215,0.0359,0.1375,conga_configuration,20,40960000.0,11579143.4051,0.9771,12.2871,107168.387,0.0862,informed_leaf_spine,0.2827,incast
0.1567,0.3343,0.3657,0.1228,0.8376,2.8018,0.6161,3.5734,4.5734,0.777,3310044.1953,3.5907,5.9107,1.4525,conga_configuration,20,24576000.0,15140372.8621,0.2854,0.3896,2791412.0999,0.0005,jellyfish,0.6161,random_workload
0.9476,1.2499,0.0039,0.0039,0.0792,65.9342,0.0565,2.5244,3.4969,0.1457,662184.2172,0.0215,0.0359,0.0275,conga_configuration,4,40960000.0,2315828.681,0.9771,2.4574,34673.1575,0.0862,informed_leaf_spine,0.0565,incast
0.9701,12.4989,0.0039,0.0039,0.0263,659.3422,0.5654,2.5244,3.4969,1.4566,6621842.1715,0.0215,0.0359,0.275,conga_configuration,40,40960000.0,23158286.8103,0.9771,24.5742,197787.424,0.0862,informed_leaf_spine,0.5654,incast
0.5024,0.6687,0.7682,0.6073,0.883,5.6035,1.2321,3.5734,4.5734,1.5539,6620088.3906,4.113,6.5707,2.905,conga_configuration,40,24576000.0,30280745.7243,0.2854,0.7792,3294484.3402,0.0005,jellyfish,1.2321,random_workload
0.9561,1.4147,0.0039,0.0009,0.0557,191.7583,0.0283,2.5244,3.4969,0.0728,331092.1086,0.0038,0.0286,0.0136,rip_configuration,2,40960000.0,1157914.3405,0.9774,1.2287,14522.0065,0.4329,informed_leaf_spine,0.0283,incast
0.971,14.1471,0.004,0.0009,0.0248,1917.5835,0.2827,2.5244,3.4969,0.7283,3310921.0858,0.0038,0.0287,0.1356,rip_configuration,20,40960000.0,11579143.4051,0.9774,12.2872,96079.1398,0.4329,informed_leaf_spine,0.2827,incast
0.2849,0.4789,0.3718,0.1942,0.8233,4.907,0.6161,3.5734,4.5734,0.777,3310044.1953,2.8826,5.3333,1.466,rip_configuration,20,24576000.0,15140372.8621,0.2917,0.3981,2367103.5307,0.001,jellyfish,0.6161,random_workload
0.9644,2.8294,0.004,0.0009,0.0372,383.5167,0.0565,2.5244,3.4969,0.1457,662184.2172,0.0038,0.0287,0.0271,rip_configuration,4,40960000.0,2315828.681,0.9774,2.4574,23583.9102,0.4329,informed_leaf_spine,0.0565,incast
0.9718,28.2942,0.004,0.0053,0.0234,3835.167,0.5654,2.5244,3.4969,1.4566,6621842.1715,0.0038,0.0287,0.2711,rip_configuration,40,40960000.0,23158286.8103,0.9774,24.5744,186698.1767,0.4329,informed_leaf_spine,0.5654,incast
0.5932,0.9577,0.7604,0.4878,0.8476,9.8139,1.2321,3.5734,4.5734,1.5539,6620088.3906,3.2622,5.8751,2.9319,rip_configuration,40,24576000.0,30280745.7243,0.2917,0.7963,2692811.9095,0.001,jellyfish,1.2321,random_workload
0.9561,1.4146,0.0039,0.0009,0.0557,191.7583,0.0283,2.5244,3.4969,0.0728,331092.1086,0.0038,0.0286,0.0136,ospf_configuration,2,40960000.0,1157914.3405,0.9774,1.2287,14527.5572,0.1545,informed_leaf_spine,0.0283,incast
0.971,14.1471,0.004,0.0009,0.0248,1917.5835,0.2827,2.5244,3.4969,0.7283,3310921.0858,0.0038,0.0287,0.1356,ospf_configuration,20,40960000.0,11579143.4051,0.9774,12.2872,96079.1398,0.1545,informed_leaf_spine,0.2827,incast
0.2849,0.4789,0.3718,0.1942,0.8233,4.907,0.6161,3.5734,4.5734,0.777,3310044.1953,2.8826,5.3333,1.466,ospf_configuration,20,24576000.0,15140372.8621,0.2917,0.3981,2367103.5307,0.001,jellyfish,0.6161,random_workload
0.9644,2.8294,0.004,0.0009,0.0372,383.5167,0.0565,2.5244,3.4969,0.1457,662184.2172,0.0038,0.0287,0.0271,ospf_configuration,4,40960000.0,2315828.681,0.9774,2.4574,23583.9102,0.1545,informed_leaf_spine,0.0565,incast
0.9718,28.2942,0.004,0.0053,0.0234,3835.167,0.5654,2.5244,3.4969,1.4566,6621842.1715,0.0038,0.0287,0.2711,ospf_configuration,40,40960000.0,23158286.8103,0.9774,24.5744,186698.1767,0.1545,informed_leaf_spine,0.5654,incast
0.5932,0.9577,0.7604,0.4878,0.8476,9.8139,1.2321,3.5734,4.5734,1.5539,6620088.3906,3.2622,5.8751,2.9319,ospf_configuration,40,24576000.0,30280745.7243,0.2917,0.7963,2692811.9095,0.001,jellyfish,1.2321,random_workload
0.9462,1.4558,0.0075,0.0036,0.1716,86.8019,0.0779,4.8068,5.7793,0.0785,331092.1086,0.0103,0.0265,0.0141,eigrp_configuration,2,24576000.0,1913709.5014,0.9777,1.2297,17808.8418,0.1163,fat_tree,0.0779,incast
0.9689,12.0346,0.0103,0.0055,0.0358,450.0426,0.7787,4.8068,5.7793,0.785,3310921.0858,0.0161,0.0297,0.1424,eigrp_configuration,20,24576000.0,19137095.0139,0.978,12.199,103060.8766,0.0522,fat_tree,0.7787,incast
0.0433,0.0358,0.001,0.0003,0.8139,1.5806,0.0048,4.8007,5.7721,0.0049,20591.6892,0.2025,0.3458,0.0046,ospf_drill_configuration,1,24576000.0,118894.7386,0.9786,0.0551,19699.1825,0.0318,fat_tree,0.0048,incast
0.9892,6.867,0.3854,0.1375,0.0555,260.1835,0.7991,4.9334,5.9334,0.8067,3310044.1953,0.0245,0.0533,1.4705,eigrp_configuration,20,24576000.0,19639662.0391,0.3821,2.0422,35627.7349,0.0327,fat_tree,0.7991,random_workload
0.9556,1.4015,0.0039,0.0009,0.1034,188.8806,0.0283,2.5244,3.4969,0.0728,331092.1086,0.0038,0.0287,0.0136,eigrp_configuration,2,40960000.0,1157914.3405,0.9774,1.2287,14706.657,0.4287,informed_leaf_spine,0.0283,incast
0.9705,11.0331,0.0041,0.001,0.0294,958.7917,0.2827,2.5244,3.4969,0.7283,3310921.0858,0.0068,0.0287,0.1356,eigrp_configuration,20,40960000.0,11579143.4051,0.9774,12.2871,97584.7753,0.0911,informed_leaf_spine,0.2827,incast
0.2849,0.4789,0.3718,0.1942,0.8233,4.907,0.6161,3.5734,4.5734,0.777,3310044.1953,2.8826,5.3333,1.466,eigrp_configuration,20,24576000.0,15140372.8621,0.2917,0.3981,2367103.5307,0.001,jellyfish,0.6161,random_workload
0.9633,2.4693,0.0039,0.0009,0.0614,302.0316,0.0565,2.5244,3.4969,0.1457,662184.2172,0.0049,0.0287,0.0271,eigrp_configuration,4,40960000.0,2315828.681,0.9774,2.4574,24323.5854,0.2754,informed_leaf_spine,0.0565,incast
0.9715,21.7949,0.0041,0.0011,0.0257,1917.5835,0.5654,2.5244,3.4969,1.4566,6621842.1715,0.0071,0.0287,0.2713,eigrp_configuration,40,40960000.0,23158286.8103,0.9774,24.5743,188406.2462,0.0862,informed_leaf_spine,0.5654,incast
0.5932,0.9577,0.7604,0.4878,0.8476,9.8139,1.2321,3.5734,4.5734,1.5539,6620088.3906,3.2622,5.8751,2.9319,eigrp_configuration,40,24576000.0,30280745.7243,0.2917,0.7963,2692811.9095,0.001,jellyfish,1.2321,random_workload
0.9226,0.6229,0.0039,0.0036,0.1628,32.9671,0.0283,2.5244,3.4969,0.0728,331092.1086,0.0215,0.0358,0.0137,ospf_ecmp_configuration,2,40960000.0,1157914.3405,0.9771,1.2287,25611.2538,0.0862,informed_leaf_spine,0.0283,incast
0.9696,9.9214,0.0042,0.0016,0.0273,1189.757,0.2827,2.5244,3.4969,0.7283,3310921.0858,0.0105,0.0353,0.1359,ospf_ecmp_configuration,20,40960000.0,11579143.4051,0.9773,12.2871,100762.2403,0.0864,informed_leaf_spine,0.2827,incast
0.16,0.35,0.3673,0.1444,0.8391,2.8018,0.6161,3.5734,4.5734,0.777,3310044.1953,3.5831,5.862,1.4525,ospf_ecmp_configuration,20,24576000.0,15140372.8621,0.2856,0.3898,2780406.918,0.0005,jellyfish,0.6161,random_workload
0.9476,1.2459,0.0039,0.0039,0.0792,65.9342,0.0565,2.5244,3.4969,0.1457,662184.2172,0.0215,0.0359,0.0275,ospf_ecmp_configuration,4,40960000.0,2315828.681,0.9771,2.4574,34673.1575,0.0862,informed_leaf_spine,0.0565,incast
0.9711,19.8418,0.0043,0.0017,0.0246,2376.4911,0.5654,2.5244,3.4969,1.4566,6621842.1715,0.0105,0.0353,0.2718,ospf_ecmp_configuration,40,40960000.0,23158286.8103,0.9773,24.5742,191381.9089,0.0864,informed_leaf_spine,0.5654,incast
0.506,0.7,0.7671,0.5808,0.8852,5.6035,1.2321,3.5734,4.5734,1.5539,6620088.3906,4.0919,6.4838,2.905,ospf_ecmp_configuration,40,24576000.0,30280745.7243,0.2856,0.7796,3270575.4965,0.0005,jellyfish,1.2321,random_workload
0.9226,0.6229,0.0039,0.0036,0.3585,32.9671,0.0283,2.5244,3.4969,0.0728,331092.1086,0.0215,0.0357,0.0137,eigrp_ecmp_configuration,2,40960000.0,1157914.3405,0.9771,1.2287,25611.2538,0.0862,informed_leaf_spine,0.0283,incast
0.968,7.5001,0.004,0.0034,0.0393,885.7682,0.2827,2.5244,3.4969,0.7283,3310921.0858,0.02,0.0359,0.1367,eigrp_ecmp_configuration,20,40960000.0,11579143.4051,0.9771,12.2871,105814.0195,0.0862,informed_leaf_spine,0.2827,incast
0.1579,0.3419,0.3667,0.1341,0.8382,2.8018,0.6161,3.5734,4.5734,0.777,3310044.1953,3.5883,5.8918,1.4525,eigrp_ecmp_configuration,20,24576000.0,15140372.8621,0.2855,0.3898,2787423.3048,0.0005,jellyfish,0.6161,random_workload
0.9476,1.2458,0.0039,0.0039,0.1628,65.9342,0.0565,2.5244,3.4969,0.1457,662184.2172,0.0215,0.0358,0.0275,eigrp_ecmp_configuration,4,40960000.0,2315828.681,0.9771,2.4574,34673.1575,0.0862,informed_leaf_spine,0.0565,incast
0.9704,16.1466,0.0043,0.0029,0.0297,1791.2283,0.5654,2.5244,3.4969,1.4566,6621842.1715,0.0193,0.0359,0.2724,eigrp_ecmp_configuration,40,40960000.0,23158286.8103,0.9772,24.5742,195719.2236,0.0862,informed_leaf_spine,0.5654,incast
0.5037,0.6837,0.7672,0.5916,0.884,5.6035,1.2321,3.5734,4.5734,1.5539,6620088.3906,4.1061,6.5336,2.905,eigrp_ecmp_configuration,40,24576000.0,30280745.7243,0.2855,0.7795,3285316.1792,0.0005,jellyfish,1.2321,random_workload
0.9226,0.6254,0.0039,0.0037,0.1628,32.9671,0.0283,2.5244,3.4969,0.0728,331092.1086,0.0215,0.0358,0.0137,ospf_drill_configuration,2,40960000.0,1157914.3405,0.9771,1.2287,25611.2538,0.0862,informed_leaf_spine,0.0283,incast
0.9696,10.116,0.0041,0.0016,0.0272,1303.1488,0.2827,2.5244,3.4969,0.7283,3310921.0858,0.0104,0.0354,0.1359,ospf_drill_configuration,20,40960000.0,11579143.4051,0.9773,12.2871,100634.0804,0.0915,informed_leaf_spine,0.2827,incast
0.1587,0.3482,0.367,0.1417,0.8387,2.8018,0.6161,3.5734,4.5734,0.777,3310044.1953,3.5867,5.8772,1.4525,ospf_drill_configuration,20,24576000.0,15140372.8621,0.2856,0.3898,2784760.4658,0.0005,jellyfish,0.6161,random_workload
0.9476,1.2507,0.0039,0.0039,0.0792,65.9342,0.0565,2.5244,3.4969,0.1457,662184.2172,0.0215,0.0359,0.0275,ospf_drill_configuration,4,40960000.0,2315828.681,0.9771,2.4574,34673.1575,0.0862,informed_leaf_spine,0.0565,incast
0.9711,20.2397,0.0042,0.0017,0.0246,2606.2975,0.5654,2.5244,3.4969,1.4566,6621842.1715,0.0102,0.0354,0.2717,ospf_drill_configuration,40,40960000.0,23158286.8103,0.9773,24.5742,191205.9326,0.0867,informed_leaf_spine,0.5654,incast
0.5048,0.6964,0.767,0.5832,0.8848,5.6035,1.2321,3.5734,4.5734,1.5539,6620088.3906,4.101,6.5052,2.905,ospf_drill_configuration,40,24576000.0,30280745.7243,0.2856,0.7796,3278375.3986,0.0005,jellyfish,1.2321,random_workload
0.9226,0.6239,0.0039,0.0037,0.3585,32.9671,0.0283,2.5244,3.4969,0.0728,331092.1086,0.0215,0.0357,0.0138,eigrp_drill_configuration,2,40960000.0,1157914.3405,0.9771,1.2287,25611.2538,0.0862,informed_leaf_spine,0.0283,incast
0.9678,7.1185,0.0039,0.0034,0.0402,576.1764,0.2827,2.5244,3.4969,0.7283,3310921.0858,0.0207,0.0359,0.1368,eigrp_drill_configuration,20,40960000.0,11579143.4051,0.9771,12.2871,106558.8922,0.0862,informed_leaf_spine,0.2827,incast
